Bank,Loan_Type,Amount,Interest_Rate,Issue_Date,Tenor_Years,Status,Is_NPA,Region,Amount_Band,Issue_Year,Issue_Month
Deutsche Bank,Auto Loan,48916.7,8.69,2023-10-31,5,Current,0,UK,10-50K,2023,10
Deutsche Bank,Mortgage,171894.15,8.55,2022-06-22,5,Current,0,Middle East,50-200K,2022,6
Deutsche Bank,Mortgage,136735.65,12.4,2023-03-30,15,Current,0,UK,50-200K,2023,3
Deutsche Bank,Mortgage,130876.04,9.92,2020-06-06,25,Current,0,US,50-200K,2020,6
Deutsche Bank,Personal Loan,5687.93,9.4,2023-12-30,20,Current,0,Middle East,<10K,2023,12
Deutsche Bank,Mortgage,263948.23,4.8,2021-02-26,10,Current,0,UK,200-500K,2021,2
Deutsche Bank,Personal Loan,30672.76,11.69,2022-01-04,5,Current,0,US,10-50K,2022,1
Deutsche Bank,Auto Loan,39390.3,11.65,2022-02-27,3,Current,0,Asia,10-50K,2022,2
Deutsche Bank,Mortgage,202770.22,8.83,2022-03-09,10,Current,0,UK,200-500K,2022,3
Deutsche Bank,Business Loan,359200.88,6.54,2022-11-28,30,Current,0,Asia,200-500K,2022,11
Deutsche Bank,Personal Loan,27678.61,6.23,2023-07-01,10,Current,0,US,10-50K,2023,7
Deutsche Bank,Credit Card,10238.12,5.74,2020-02-22,20,Current,0,US,10-50K,2020,2
Deutsche Bank,Business Loan,1044721.05,6.2,2020-06-13,30,Current,0,Asia,500K+,2020,6
Deutsche Bank,Mortgage,95847.2,4.96,2019-12-26,25,Current,0,US,50-200K,2019,12
Deutsche Bank,Credit Card,9040.77,10.3,2021-10-17,2,60-day DPD,0,UK,<10K,2021,10
Deutsche Bank,Personal Loan,37773.1,5.15,2023-07-11,3,Current,0,US,10-50K,2023,7
Deutsche Bank,Mortgage,294349.65,9.86,2023-01-22,30,Current,0,UK,200-500K,2023,1
Deutsche Bank,Mortgage,371612.08,8.07,2021-02-14,1,Current,0,UK,200-500K,2021,2
Deutsche Bank,Credit Card,3306.87,4.58,2022-05-21,25,Current,0,Europe,<10K,2022,5
Deutsche Bank,Credit Card,3451.1,4.13,2020-10-26,15,Current,0,US,<10K,2020,10
Deutsche Bank,Mortgage,405686.61,6.65,2022-08-30,5,60-day DPD,0,Asia,200-500K,2022,8
Deutsche Bank,Mortgage,439102.41,8.45,2022-05-12,3,Current,0,Asia,200-500K,2022,5
Deutsche Bank,Auto Loan,8124.8,10.25,2022-06-09,3,Current,0,UK,<10K,2022,6
Deutsche Bank,Mortgage,472122.1,6.76,2020-11-07,5,Current,0,UK,200-500K,2020,11
Deutsche Bank,Mortgage,490834.16,6.37,2023-05-18,15,Current,0,Asia,200-500K,2023,5
Deutsche Bank,Mortgage,491414.04,3.88,2019-10-28,3,Current,0,US,200-500K,2019,10
Deutsche Bank,Business Loan,1857724.02,10.9,2021-01-07,10,Current,0,UK,500K+,2021,1
Deutsche Bank,Business Loan,1271784.65,7.37,2020-02-27,20,Current,0,UK,500K+,2020,2
Deutsche Bank,Business Loan,649502.07,7.05,2020-02-14,5,90+ DPD,1,Asia,500K+,2020,2
Deutsche Bank,Personal Loan,23730.85,12.41,2023-01-18,10,Current,0,Europe,10-50K,2023,1
Deutsche Bank,Auto Loan,38321.98,7.05,2023-05-01,25,Current,0,US,10-50K,2023,5
Deutsche Bank,Credit Card,20855.48,9.25,2023-02-12,1,Current,0,Middle East,10-50K,2023,2
Deutsche Bank,Credit Card,19936.47,9.24,2023-04-14,1,Current,0,Asia,10-50K,2023,4
Deutsche Bank,Personal Loan,5771.44,9.16,2020-08-03,5,Current,0,Asia,<10K,2020,8
Deutsche Bank,Personal Loan,34004.58,7.35,2023-01-13,3,60-day DPD,0,UK,10-50K,2023,1
Deutsche Bank,Mortgage,115158.71,7.01,2019-08-08,25,Current,0,UK,50-200K,2019,8
Deutsche Bank,Business Loan,887012.16,11.43,2019-06-13,15,Current,0,Europe,500K+,2019,6
Deutsche Bank,Business Loan,1205370.7,5.09,2022-04-18,5,Current,0,UK,500K+,2022,4
Deutsche Bank,Credit Card,8482.86,8.33,2020-05-15,1,Written Off,1,UK,<10K,2020,5
Deutsche Bank,Auto Loan,41727.6,4.82,2020-11-19,5,Current,0,UK,10-50K,2020,11
Deutsche Bank,Personal Loan,22193.18,10.14,2021-01-21,25,Current,0,UK,10-50K,2021,1
Deutsche Bank,Mortgage,134215.91,5.33,2020-02-26,20,90+ DPD,1,UK,50-200K,2020,2
Deutsche Bank,Mortgage,316956.01,10.16,2019-05-31,10,Current,0,Asia,200-500K,2019,5
Deutsche Bank,Auto Loan,46773.48,9.3,2022-09-01,15,Current,0,UK,10-50K,2022,9
Deutsche Bank,Personal Loan,5096.4,12.3,2020-05-25,20,Current,0,US,<10K,2020,5
Deutsche Bank,Auto Loan,32732.28,8.88,2020-02-07,5,Current,0,US,10-50K,2020,2
Deutsche Bank,Credit Card,9238.25,10.31,2021-04-22,2,Current,0,Europe,<10K,2021,4
Deutsche Bank,Credit Card,17067.93,9.77,2019-03-21,15,Current,0,Europe,10-50K,2019,3
Deutsche Bank,Mortgage,344597.68,8.8,2021-09-03,5,Current,0,US,200-500K,2021,9
Deutsche Bank,Auto Loan,25337.54,11.22,2020-02-24,3,Current,0,UK,10-50K,2020,2
Deutsche Bank,Auto Loan,44680.1,12.36,2020-01-06,2,Current,0,Middle East,10-50K,2020,1
Deutsche Bank,Mortgage,186945.62,9.03,2019-10-18,30,Current,0,Asia,50-200K,2019,10
Deutsche Bank,Business Loan,819303.71,7.07,2023-10-20,1,Current,0,UK,500K+,2023,10
Deutsche Bank,Credit Card,18518.99,9.1,2023-08-28,5,Current,0,US,10-50K,2023,8
Deutsche Bank,Business Loan,1454208.08,6.21,2020-01-11,2,Current,0,US,500K+,2020,1
Deutsche Bank,Mortgage,222018.86,5.99,2021-02-27,2,Current,0,Europe,200-500K,2021,2
Deutsche Bank,Business Loan,1651079.52,4.94,2019-12-08,2,Current,0,Europe,500K+,2019,12
Deutsche Bank,Personal Loan,32214.74,8.84,2023-06-17,5,Current,0,UK,10-50K,2023,6
Deutsche Bank,Personal Loan,38673.92,4.83,2022-09-23,25,Current,0,UK,10-50K,2022,9
Deutsche Bank,Personal Loan,43471.37,12.45,2020-06-26,1,Current,0,Europe,10-50K,2020,6
Deutsche Bank,Business Loan,1691280.6,9.66,2021-11-29,3,Current,0,US,500K+,2021,11
Deutsche Bank,Personal Loan,26935.51,5.66,2022-08-16,10,Current,0,Middle East,10-50K,2022,8
Deutsche Bank,Mortgage,415823.61,3.85,2021-12-14,25,Current,0,UK,200-500K,2021,12
Deutsche Bank,Personal Loan,18183.96,3.93,2021-10-09,10,Current,0,UK,10-50K,2021,10
Deutsche Bank,Personal Loan,44456.04,7.98,2020-04-17,15,Current,0,UK,10-50K,2020,4
Deutsche Bank,Business Loan,475710.96,10.6,2021-03-24,25,30-day DPD,0,US,200-500K,2021,3
Deutsche Bank,Mortgage,228301.72,4.06,2019-12-09,20,Current,0,US,200-500K,2019,12
Deutsche Bank,Business Loan,1778901.9,10.47,2019-06-08,3,Current,0,UK,500K+,2019,6
Deutsche Bank,Mortgage,295736.56,4.88,2022-06-10,25,Current,0,UK,200-500K,2022,6
Deutsche Bank,Auto Loan,37776.98,10.99,2021-02-22,2,Current,0,US,10-50K,2021,2
Deutsche Bank,Mortgage,456424.08,4.58,2020-09-06,1,Current,0,UK,200-500K,2020,9
Deutsche Bank,Personal Loan,15252.62,5.59,2022-02-25,30,Current,0,UK,10-50K,2022,2
Deutsche Bank,Personal Loan,47056.23,7.81,2022-01-10,25,Current,0,UK,10-50K,2022,1
Deutsche Bank,Mortgage,208656.54,12.31,2019-07-30,10,Current,0,US,200-500K,2019,7
Deutsche Bank,Mortgage,173310.01,3.54,2022-06-30,2,Written Off,1,UK,50-200K,2022,6
Deutsche Bank,Auto Loan,42788.72,11.43,2021-10-14,20,Current,0,Europe,10-50K,2021,10
Deutsche Bank,Mortgage,418943.59,11.91,2020-06-27,3,Current,0,Middle East,200-500K,2020,6
Deutsche Bank,Personal Loan,27591.66,8.73,2022-12-25,20,Current,0,UK,10-50K,2022,12
Deutsche Bank,Auto Loan,13677.43,8.07,2023-02-26,2,Current,0,UK,10-50K,2023,2
Deutsche Bank,Mortgage,370492.41,10.41,2019-04-06,30,Current,0,Middle East,200-500K,2019,4
Deutsche Bank,Credit Card,8135.82,7.12,2021-08-20,3,Current,0,Asia,<10K,2021,8
Deutsche Bank,Business Loan,1663159.19,12.33,2019-01-02,10,Current,0,Asia,500K+,2019,1
Deutsche Bank,Business Loan,1666547.53,11.77,2020-10-14,15,Current,0,US,500K+,2020,10
Deutsche Bank,Mortgage,466000.76,5.85,2019-02-04,10,Current,0,Asia,200-500K,2019,2
Deutsche Bank,Business Loan,146329.28,4.61,2021-09-14,15,Current,0,Asia,50-200K,2021,9
Deutsche Bank,Business Loan,910921.92,9.55,2022-06-08,10,Current,0,UK,500K+,2022,6
Deutsche Bank,Mortgage,113400.95,7.58,2023-03-15,1,Current,0,UK,50-200K,2023,3
Deutsche Bank,Mortgage,425552.99,12.43,2019-07-20,5,Current,0,UK,200-500K,2019,7
Deutsche Bank,Personal Loan,11663.71,7.41,2023-10-13,10,Current,0,UK,10-50K,2023,10
Deutsche Bank,Auto Loan,54886.86,5.98,2021-11-05,1,Current,0,US,50-200K,2021,11
Deutsche Bank,Mortgage,243599.16,9.47,2021-08-26,20,Current,0,UK,200-500K,2021,8
Deutsche Bank,Business Loan,62049.54,11.51,2023-08-12,5,Current,0,Asia,50-200K,2023,8
Deutsche Bank,Mortgage,358109.6,6.58,2019-10-01,30,Current,0,UK,200-500K,2019,10
Deutsche Bank,Mortgage,245005.44,6.47,2021-12-02,1,Current,0,US,200-500K,2021,12
Deutsche Bank,Mortgage,482661.09,11.68,2022-11-21,10,Current,0,US,200-500K,2022,11
Deutsche Bank,Credit Card,21684.32,5.33,2022-07-13,1,30-day DPD,0,UK,10-50K,2022,7
Deutsche Bank,Mortgage,85211.43,11.86,2023-12-24,30,Current,0,UK,50-200K,2023,12
Deutsche Bank,Mortgage,450537.05,10.41,2020-11-22,3,Current,0,UK,200-500K,2020,11
Deutsche Bank,Mortgage,322980.48,11.58,2021-08-04,30,Current,0,US,200-500K,2021,8
Deutsche Bank,Mortgage,373252.66,3.71,2019-06-21,20,Current,0,Asia,200-500K,2019,6
Deutsche Bank,Mortgage,328536.77,10.49,2020-09-25,2,Written Off,1,Middle East,200-500K,2020,9
Deutsche Bank,Business Loan,476159.75,10.08,2021-08-08,2,Current,0,Europe,200-500K,2021,8
Deutsche Bank,Mortgage,399416.53,7.27,2023-04-27,15,Current,0,Europe,200-500K,2023,4
Deutsche Bank,Business Loan,463783.84,9.65,2022-08-02,30,Current,0,US,200-500K,2022,8
Deutsche Bank,Credit Card,22455.64,3.81,2022-06-04,25,Current,0,Asia,10-50K,2022,6
Deutsche Bank,Mortgage,122485.76,7.05,2023-04-01,5,Current,0,US,50-200K,2023,4
Deutsche Bank,Mortgage,420535.71,7.11,2021-10-07,5,Current,0,UK,200-500K,2021,10
Deutsche Bank,Mortgage,339929.4,10.8,2023-06-08,20,Current,0,Europe,200-500K,2023,6
Deutsche Bank,Business Loan,182491.22,8.61,2021-09-01,15,Current,0,Middle East,50-200K,2021,9
Deutsche Bank,Mortgage,140977.47,3.75,2019-06-01,5,Current,0,UK,50-200K,2019,6
Deutsche Bank,Mortgage,230430.18,7.53,2020-11-24,3,Current,0,US,200-500K,2020,11
Deutsche Bank,Mortgage,80353.8,4.79,2023-12-21,30,Current,0,US,50-200K,2023,12
Deutsche Bank,Personal Loan,45928.11,12.25,2023-10-16,1,Current,0,Asia,10-50K,2023,10
Deutsche Bank,Business Loan,149602.79,9.65,2020-05-13,10,Current,0,UK,50-200K,2020,5
Deutsche Bank,Mortgage,374925.91,3.81,2023-05-03,10,Current,0,Asia,200-500K,2023,5
Deutsche Bank,Business Loan,87857.96,10.13,2022-05-27,10,Current,0,Middle East,50-200K,2022,5
Deutsche Bank,Personal Loan,12350.41,3.72,2022-03-26,2,Current,0,UK,10-50K,2022,3
Deutsche Bank,Mortgage,397125.59,6.27,2023-04-20,1,Current,0,Europe,200-500K,2023,4
Deutsche Bank,Credit Card,11724.53,4.78,2019-11-03,15,Current,0,US,10-50K,2019,11
Deutsche Bank,Mortgage,392893.93,5.79,2019-03-29,20,Current,0,UK,200-500K,2019,3
Deutsche Bank,Credit Card,17726.33,5.01,2023-11-17,25,Current,0,Middle East,10-50K,2023,11
Deutsche Bank,Business Loan,410034.41,11.18,2019-12-02,2,Current,0,US,200-500K,2019,12
Deutsche Bank,Mortgage,486497.98,8.78,2021-02-28,10,Current,0,Asia,200-500K,2021,2
Deutsche Bank,Personal Loan,11420.93,5.3,2019-09-07,10,Current,0,UK,10-50K,2019,9
Deutsche Bank,Business Loan,1640490.31,8.46,2020-03-19,10,Current,0,Asia,500K+,2020,3
Deutsche Bank,Mortgage,119660.19,9.01,2022-03-27,10,Current,0,Asia,50-200K,2022,3
Deutsche Bank,Auto Loan,31981.42,12.24,2023-05-08,15,Current,0,US,10-50K,2023,5
Deutsche Bank,Personal Loan,37478.6,3.67,2022-12-20,25,Current,0,UK,10-50K,2022,12
Deutsche Bank,Mortgage,340500.16,6.14,2021-05-08,10,Current,0,US,200-500K,2021,5
Deutsche Bank,Business Loan,1409999.82,4.55,2020-08-20,10,Current,0,UK,500K+,2020,8
Deutsche Bank,Mortgage,152246.72,9.79,2022-08-02,25,Current,0,Europe,50-200K,2022,8
Deutsche Bank,Credit Card,16960.14,10.63,2023-10-21,2,Current,0,UK,10-50K,2023,10
Deutsche Bank,Business Loan,535436.59,5.17,2020-01-19,25,Current,0,UK,500K+,2020,1
Deutsche Bank,Credit Card,1963.17,7.52,2021-01-19,2,Current,0,Asia,<10K,2021,1
Deutsche Bank,Mortgage,294805.29,5.28,2023-01-14,20,Current,0,US,200-500K,2023,1
Deutsche Bank,Mortgage,290323.09,7.84,2019-11-14,25,Current,0,UK,200-500K,2019,11
Deutsche Bank,Business Loan,243934.02,11.2,2021-12-08,25,Current,0,Europe,200-500K,2021,12
Deutsche Bank,Business Loan,1262409.34,11.81,2023-04-20,2,Current,0,US,500K+,2023,4
Deutsche Bank,Business Loan,1063373.71,4.39,2022-12-03,10,Current,0,UK,500K+,2022,12
Deutsche Bank,Business Loan,125358.21,4.3,2022-06-29,15,Current,0,UK,50-200K,2022,6
Deutsche Bank,Mortgage,93932.3,11.8,2020-07-14,10,Current,0,UK,50-200K,2020,7
Deutsche Bank,Mortgage,256000.75,11.55,2022-12-12,1,Current,0,UK,200-500K,2022,12
Deutsche Bank,Mortgage,205591.3,11.53,2023-05-31,1,Current,0,US,200-500K,2023,5
Deutsche Bank,Business Loan,1833344.44,9.58,2023-10-12,1,Current,0,Europe,500K+,2023,10
Deutsche Bank,Mortgage,247905.95,6.02,2020-05-25,5,Current,0,UK,200-500K,2020,5
Deutsche Bank,Business Loan,1612860.61,8.73,2023-01-07,25,Current,0,US,500K+,2023,1
Deutsche Bank,Mortgage,220951.35,5.21,2023-05-05,1,Current,0,UK,200-500K,2023,5
Deutsche Bank,Credit Card,11429.0,5.76,2020-01-27,30,Current,0,UK,10-50K,2020,1
Deutsche Bank,Mortgage,269237.83,6.1,2019-08-14,1,Current,0,UK,200-500K,2019,8
Deutsche Bank,Auto Loan,11958.51,6.74,2021-04-11,5,Current,0,US,10-50K,2021,4
Deutsche Bank,Business Loan,661351.81,6.41,2022-11-10,20,Current,0,Europe,500K+,2022,11
Deutsche Bank,Personal Loan,12898.13,5.65,2020-11-23,5,Current,0,UK,10-50K,2020,11
Deutsche Bank,Mortgage,363287.8,12.38,2023-05-29,15,Current,0,UK,200-500K,2023,5
Deutsche Bank,Personal Loan,43236.5,11.73,2019-08-29,20,30-day DPD,0,US,10-50K,2019,8
Deutsche Bank,Auto Loan,39632.53,4.1,2020-04-20,15,30-day DPD,0,US,10-50K,2020,4
Deutsche Bank,Personal Loan,34978.19,7.66,2020-02-17,1,Current,0,Asia,10-50K,2020,2
Deutsche Bank,Personal Loan,35164.76,8.08,2020-08-15,15,Current,0,US,10-50K,2020,8
Deutsche Bank,Credit Card,19950.39,4.86,2020-01-26,20,Current,0,Europe,10-50K,2020,1
Deutsche Bank,Business Loan,1398350.04,4.83,2021-04-26,25,Current,0,US,500K+,2021,4
Deutsche Bank,Auto Loan,25543.27,9.33,2020-05-19,20,Current,0,Asia,10-50K,2020,5
Deutsche Bank,Business Loan,1301442.65,9.77,2023-07-13,1,Current,0,Asia,500K+,2023,7
Deutsche Bank,Business Loan,736582.77,7.17,2022-11-04,25,Current,0,Asia,500K+,2022,11
Deutsche Bank,Personal Loan,22149.7,7.61,2019-04-08,10,Current,0,Asia,10-50K,2019,4
Deutsche Bank,Mortgage,490497.58,6.81,2019-04-02,3,Current,0,Europe,200-500K,2019,4
Deutsche Bank,Personal Loan,35406.63,11.84,2021-05-02,20,Current,0,Asia,10-50K,2021,5
Deutsche Bank,Personal Loan,45154.06,9.3,2021-05-30,30,Written Off,1,US,10-50K,2021,5
Deutsche Bank,Mortgage,218504.97,8.14,2021-03-05,2,Current,0,UK,200-500K,2021,3
Deutsche Bank,Personal Loan,14974.53,11.25,2022-04-11,20,Current,0,UK,10-50K,2022,4
Deutsche Bank,Mortgage,496826.23,9.09,2020-02-04,5,Current,0,Europe,200-500K,2020,2
Deutsche Bank,Auto Loan,21376.44,4.51,2023-10-04,15,Current,0,US,10-50K,2023,10
Deutsche Bank,Business Loan,1159388.94,8.81,2020-09-28,20,Current,0,UK,500K+,2020,9
Deutsche Bank,Credit Card,24820.58,8.43,2023-02-06,2,Current,0,Europe,10-50K,2023,2
Deutsche Bank,Personal Loan,33622.5,8.29,2020-12-14,25,Current,0,Europe,10-50K,2020,12
Deutsche Bank,Business Loan,1985713.42,10.85,2021-09-16,10,Current,0,US,500K+,2021,9
Deutsche Bank,Mortgage,438294.94,9.3,2021-04-16,15,Current,0,UK,200-500K,2021,4
Deutsche Bank,Mortgage,340913.53,8.33,2021-02-19,5,Current,0,US,200-500K,2021,2
Deutsche Bank,Business Loan,957036.29,3.62,2023-11-27,25,Current,0,Middle East,500K+,2023,11
Deutsche Bank,Personal Loan,5589.9,10.85,2020-09-02,2,Current,0,Asia,<10K,2020,9
Deutsche Bank,Auto Loan,33943.3,4.85,2021-04-17,1,Written Off,1,Asia,10-50K,2021,4
Deutsche Bank,Business Loan,1548283.77,10.04,2019-07-08,5,Current,0,Europe,500K+,2019,7
Deutsche Bank,Mortgage,480835.58,8.52,2022-04-05,2,Current,0,US,200-500K,2022,4
Deutsche Bank,Business Loan,865203.24,11.03,2020-09-25,10,Current,0,UK,500K+,2020,9
Deutsche Bank,Mortgage,297251.18,12.04,2023-10-28,5,Current,0,UK,200-500K,2023,10
Deutsche Bank,Mortgage,331563.26,9.68,2022-11-15,20,Current,0,UK,200-500K,2022,11
Deutsche Bank,Mortgage,226011.52,7.33,2023-12-16,1,Current,0,UK,200-500K,2023,12
Deutsche Bank,Business Loan,54660.22,11.42,2022-10-12,3,Current,0,Asia,50-200K,2022,10
Deutsche Bank,Personal Loan,10589.56,3.84,2022-12-31,15,Current,0,Europe,10-50K,2022,12
Deutsche Bank,Credit Card,18776.81,11.81,2020-10-15,25,Current,0,UK,10-50K,2020,10
Deutsche Bank,Credit Card,15345.03,7.06,2023-11-06,10,Current,0,UK,10-50K,2023,11
Deutsche Bank,Business Loan,1924510.09,8.71,2019-02-11,5,Current,0,US,500K+,2019,2
Deutsche Bank,Mortgage,264867.12,8.45,2020-02-15,10,Current,0,US,200-500K,2020,2
Deutsche Bank,Personal Loan,14923.65,4.94,2021-02-19,5,Current,0,UK,10-50K,2021,2
Deutsche Bank,Business Loan,1300457.05,6.3,2023-11-02,15,30-day DPD,0,UK,500K+,2023,11
Deutsche Bank,Business Loan,465713.62,10.76,2021-07-21,3,Current,0,US,200-500K,2021,7
Deutsche Bank,Business Loan,464395.24,11.58,2023-02-08,1,Current,0,Middle East,200-500K,2023,2
Deutsche Bank,Personal Loan,40182.99,7.44,2019-08-28,2,Current,0,UK,10-50K,2019,8
Deutsche Bank,Personal Loan,8596.33,6.1,2023-02-01,1,Current,0,UK,<10K,2023,2
Deutsche Bank,Personal Loan,33407.23,6.45,2022-12-10,10,Current,0,Asia,10-50K,2022,12
Deutsche Bank,Personal Loan,17972.63,4.4,2020-05-04,10,Current,0,Asia,10-50K,2020,5
Deutsche Bank,Auto Loan,18011.44,6.96,2019-02-13,15,Current,0,Middle East,10-50K,2019,2
Deutsche Bank,Mortgage,209419.45,11.29,2023-07-20,5,Current,0,US,200-500K,2023,7
Deutsche Bank,Business Loan,1172943.26,8.05,2021-08-21,10,Current,0,UK,500K+,2021,8
Deutsche Bank,Personal Loan,22901.79,6.12,2023-09-01,1,Current,0,Middle East,10-50K,2023,9
Deutsche Bank,Business Loan,807652.31,6.82,2020-12-26,1,Current,0,UK,500K+,2020,12
Deutsche Bank,Mortgage,301179.55,6.9,2019-04-01,30,Current,0,UK,200-500K,2019,4
Deutsche Bank,Personal Loan,7841.93,5.48,2019-04-19,15,Current,0,Asia,<10K,2019,4
Deutsche Bank,Mortgage,169500.38,4.15,2022-10-04,2,Current,0,US,50-200K,2022,10
Deutsche Bank,Business Loan,1859861.36,3.57,2019-08-22,10,Current,0,Asia,500K+,2019,8
Deutsche Bank,Personal Loan,9728.46,7.79,2019-01-23,3,Current,0,UK,<10K,2019,1
Deutsche Bank,Business Loan,593631.74,6.58,2021-11-01,1,Current,0,UK,500K+,2021,11
Deutsche Bank,Mortgage,401552.52,11.41,2020-03-07,5,Current,0,US,200-500K,2020,3
Deutsche Bank,Mortgage,162505.14,9.75,2023-02-13,2,Current,0,UK,50-200K,2023,2
Deutsche Bank,Mortgage,398754.21,9.68,2022-10-15,10,Current,0,US,200-500K,2022,10
Deutsche Bank,Mortgage,293003.5,11.28,2019-09-09,20,60-day DPD,0,Europe,200-500K,2019,9
Deutsche Bank,Personal Loan,13480.1,11.14,2023-03-21,30,Current,0,UK,10-50K,2023,3
Deutsche Bank,Auto Loan,20914.98,8.67,2021-04-14,30,Current,0,Asia,10-50K,2021,4
Deutsche Bank,Auto Loan,54873.03,5.59,2023-10-27,30,Current,0,US,50-200K,2023,10
Deutsche Bank,Business Loan,778891.4,10.2,2021-09-18,3,Current,0,UK,500K+,2021,9
Deutsche Bank,Credit Card,16929.61,6.41,2022-05-05,2,Current,0,UK,10-50K,2022,5
Deutsche Bank,Auto Loan,37243.26,5.85,2020-08-08,2,Current,0,US,10-50K,2020,8
Deutsche Bank,Personal Loan,20702.53,11.84,2020-10-24,2,Current,0,Europe,10-50K,2020,10
Deutsche Bank,Auto Loan,16435.13,8.08,2020-12-11,3,Current,0,Asia,10-50K,2020,12
Deutsche Bank,Auto Loan,24917.13,4.37,2023-02-24,5,Current,0,UK,10-50K,2023,2
Deutsche Bank,Credit Card,4176.67,4.43,2022-10-19,20,Current,0,US,<10K,2022,10
Deutsche Bank,Credit Card,3064.82,6.63,2021-03-04,15,Current,0,UK,<10K,2021,3
Deutsche Bank,Credit Card,12888.89,10.5,2020-08-12,15,Current,0,UK,10-50K,2020,8
Deutsche Bank,Business Loan,272681.45,4.61,2020-02-28,5,Current,0,Asia,200-500K,2020,2
Deutsche Bank,Personal Loan,41263.01,12.02,2021-08-13,25,Current,0,UK,10-50K,2021,8
Deutsche Bank,Auto Loan,24075.22,3.59,2020-02-24,10,Current,0,UK,10-50K,2020,2
Deutsche Bank,Business Loan,903318.94,9.59,2020-11-13,3,Current,0,UK,500K+,2020,11
Deutsche Bank,Personal Loan,26485.34,11.54,2021-03-17,1,Current,0,UK,10-50K,2021,3
Deutsche Bank,Mortgage,328654.17,8.94,2023-09-14,2,Current,0,UK,200-500K,2023,9
Deutsche Bank,Personal Loan,49800.66,11.71,2022-07-19,5,Current,0,Asia,10-50K,2022,7
Deutsche Bank,Mortgage,254493.39,5.29,2023-12-19,15,Current,0,UK,200-500K,2023,12
Deutsche Bank,Mortgage,418774.26,4.29,2020-06-27,1,Current,0,US,200-500K,2020,6
Deutsche Bank,Mortgage,305541.08,9.95,2020-02-08,2,Current,0,Europe,200-500K,2020,2
Deutsche Bank,Mortgage,211860.02,6.23,2023-11-04,1,Current,0,US,200-500K,2023,11
Deutsche Bank,Personal Loan,23660.1,10.44,2022-09-16,10,Current,0,US,10-50K,2022,9
Deutsche Bank,Mortgage,473777.3,8.35,2021-12-25,3,Current,0,US,200-500K,2021,12
Deutsche Bank,Mortgage,259713.51,5.28,2020-09-06,5,Current,0,UK,200-500K,2020,9
Deutsche Bank,Business Loan,1344331.68,7.25,2019-11-29,30,Current,0,UK,500K+,2019,11
Deutsche Bank,Mortgage,273417.1,8.64,2023-07-19,15,Current,0,Europe,200-500K,2023,7
Deutsche Bank,Mortgage,218132.0,5.11,2021-08-22,30,Current,0,Europe,200-500K,2021,8
Deutsche Bank,Business Loan,1266842.71,8.61,2021-04-05,30,Current,0,Europe,500K+,2021,4
Deutsche Bank,Personal Loan,14510.61,8.42,2022-04-18,2,Current,0,UK,10-50K,2022,4
Deutsche Bank,Business Loan,707787.88,6.6,2020-04-11,25,Current,0,UK,500K+,2020,4
Deutsche Bank,Mortgage,337812.28,12.38,2022-04-02,10,Current,0,UK,200-500K,2022,4
Deutsche Bank,Business Loan,1504478.46,12.35,2023-08-16,25,Current,0,US,500K+,2023,8
Deutsche Bank,Auto Loan,43489.15,11.56,2023-05-12,15,Current,0,UK,10-50K,2023,5
Deutsche Bank,Personal Loan,5838.18,4.9,2021-05-07,5,Current,0,UK,<10K,2021,5
Deutsche Bank,Credit Card,13851.92,6.87,2023-01-05,5,Current,0,UK,10-50K,2023,1
Deutsche Bank,Personal Loan,16785.06,8.52,2022-07-24,25,Current,0,Europe,10-50K,2022,7
Deutsche Bank,Mortgage,194110.39,8.22,2019-10-25,20,Current,0,UK,50-200K,2019,10
Deutsche Bank,Business Loan,1095421.51,5.75,2022-09-10,30,Current,0,UK,500K+,2022,9
Deutsche Bank,Business Loan,244174.11,11.73,2023-08-30,3,Current,0,US,200-500K,2023,8
Deutsche Bank,Auto Loan,45910.38,6.62,2021-08-26,2,Current,0,US,10-50K,2021,8
Deutsche Bank,Mortgage,96621.45,5.81,2019-09-05,20,Current,0,Middle East,50-200K,2019,9
Deutsche Bank,Mortgage,117953.3,12.33,2019-03-20,25,Current,0,UK,50-200K,2019,3
Deutsche Bank,Auto Loan,21330.07,4.15,2022-11-05,25,Current,0,Europe,10-50K,2022,11
Deutsche Bank,Personal Loan,12393.98,5.82,2019-01-05,5,Current,0,UK,10-50K,2019,1
Deutsche Bank,Credit Card,19548.04,10.25,2019-04-30,10,Current,0,UK,10-50K,2019,4
Deutsche Bank,Mortgage,233998.3,3.52,2019-03-11,20,Current,0,UK,200-500K,2019,3
Deutsche Bank,Business Loan,1874918.64,12.41,2022-08-02,25,Current,0,UK,500K+,2022,8
Deutsche Bank,Personal Loan,47942.81,6.79,2023-03-08,30,Current,0,Asia,10-50K,2023,3
Deutsche Bank,Mortgage,328956.32,4.32,2023-05-09,2,Current,0,Asia,200-500K,2023,5
Deutsche Bank,Credit Card,3477.39,9.22,2020-01-06,5,Current,0,US,<10K,2020,1
Deutsche Bank,Auto Loan,8227.35,8.72,2020-10-05,3,Written Off,1,Europe,<10K,2020,10
Deutsche Bank,Mortgage,396706.33,12.18,2020-02-15,15,Current,0,UK,200-500K,2020,2
Deutsche Bank,Business Loan,383165.55,6.62,2021-04-08,10,Current,0,UK,200-500K,2021,4
Deutsche Bank,Mortgage,246577.19,4.38,2019-07-13,20,Current,0,UK,200-500K,2019,7
